CASED  1.22500000E+03  1.22500000E+03  1.94990000E+02  0.00000000E+00  0.00000000E+00  1.00000000E+01
CASED  1.22500000E+03  1.22500000E+03  1.84990000E+02  0.00000000E+00  0.00000000E+00  1.00000000E+01
CASED  1.22500000E+03  1.22500000E+03  1.74990000E+02  0.00000000E+00  0.00000000E+00  1.00000000E+01
CASED  1.22500000E+03  1.22500000E+03  1.64990000E+02  0.00000000E+00  0.00000000E+00  1.00000000E+01
CASED  1.22500000E+03  1.22500000E+03  1.54990000E+02  0.00000000E+00  0.00000000E+00  1.00000000E+01
CASED  1.22500000E+03  1.22500000E+03  1.44990000E+02  0.00000000E+00  0.00000000E+00  1.00000000E+01
CASED  1.22500000E+03  1.22500000E+03  1.34990000E+02  0.00000000E+00  0.00000000E+00  1.00000000E+01
CASED  1.22500000E+03  1.22500000E+03  1.24990000E+02  0.00000000E+00  0.00000000E+00  1.00000000E+01
CASED  1.22500000E+03  1.22500000E+03  1.14990000E+02  0.00000000E+00  0.00000000E+00  1.00000000E+01
CASED  1.22500000E+03  1.22500000E+03  1.04990000E+02  0.00000000E+00  0.00000000E+00  1.00000000E+01
UNCASED  1.22500000E+03  1.22500000E+03  9.49900000E+01  0.00000000E+00  0.00000000E+00  1.00000000E+01
UNCASED  1.22500000E+03  1.22500000E+03  8.49900000E+01  0.00000000E+00  0.00000000E+00  1.00000000E+01
UNCASED  1.22500000E+03  1.22500000E+03  7.49900000E+01  0.00000000E+00  0.00000000E+00  1.00000000E+01
UNCASED  1.22500000E+03  1.22500000E+03  6.49900000E+01  0.00000000E+00  0.00000000E+00  1.00000000E+01
UNCASED  1.22500000E+03  1.22500000E+03  5.49900000E+01  0.00000000E+00  0.00000000E+00  1.00000000E+01
UNCASED  1.22500000E+03  1.22500000E+03  4.49900000E+01  0.00000000E+00  0.00000000E+00  1.00000000E+01
UNCASED  1.22500000E+03  1.22500000E+03  3.49900000E+01  0.00000000E+00  0.00000000E+00  1.00000000E+01
UNCASED  1.22500000E+03  1.22500000E+03  2.49950000E+01  0.00000000E+00  0.00000000E+00  9.99000000E+00
