CASED  7.75000000E+02  7.75000000E+02  1.94990000E+02  0.00000000E+00  0.00000000E+00  1.00000000E+01
CASED  7.75000000E+02  7.75000000E+02  1.84990000E+02  0.00000000E+00  0.00000000E+00  1.00000000E+01
CASED  7.75000000E+02  7.75000000E+02  1.74990000E+02  0.00000000E+00  0.00000000E+00  1.00000000E+01
CASED  7.75000000E+02  7.75000000E+02  1.64990000E+02  0.00000000E+00  0.00000000E+00  1.00000000E+01
CASED  7.75000000E+02  7.75000000E+02  1.54990000E+02  0.00000000E+00  0.00000000E+00  1.00000000E+01
CASED  7.75000000E+02  7.75000000E+02  1.44990000E+02  0.00000000E+00  0.00000000E+00  1.00000000E+01
CASED  7.75000000E+02  7.75000000E+02  1.34990000E+02  0.00000000E+00  0.00000000E+00  1.00000000E+01
CASED  7.75000000E+02  7.75000000E+02  1.24990000E+02  0.00000000E+00  0.00000000E+00  1.00000000E+01
CASED  7.75000000E+02  7.75000000E+02  1.14990000E+02  0.00000000E+00  0.00000000E+00  1.00000000E+01
CASED  7.75000000E+02  7.75000000E+02  1.04990000E+02  0.00000000E+00  0.00000000E+00  1.00000000E+01
UNCASED  7.75000000E+02  7.75000000E+02  9.49900000E+01  0.00000000E+00  0.00000000E+00  1.00000000E+01
UNCASED  7.75000000E+02  7.75000000E+02  8.49900000E+01  0.00000000E+00  0.00000000E+00  1.00000000E+01
UNCASED  7.75000000E+02  7.75000000E+02  7.49900000E+01  0.00000000E+00  0.00000000E+00  1.00000000E+01
UNCASED  7.75000000E+02  7.75000000E+02  6.49900000E+01  0.00000000E+00  0.00000000E+00  1.00000000E+01
UNCASED  7.75000000E+02  7.75000000E+02  5.49900000E+01  0.00000000E+00  0.00000000E+00  1.00000000E+01
UNCASED  7.75000000E+02  7.75000000E+02  4.49900000E+01  0.00000000E+00  0.00000000E+00  1.00000000E+01
UNCASED  7.75000000E+02  7.75000000E+02  3.49900000E+01  0.00000000E+00  0.00000000E+00  1.00000000E+01
UNCASED  7.75000000E+02  7.75000000E+02  2.49950000E+01  0.00000000E+00  0.00000000E+00  9.99000000E+00
